Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,15/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 16 May,26h,2 stops,No info,13039
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,No info,14781
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,22:35 19 May,26h 35m,1 stop,In-flight meal not included,10844
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 10 Jun,14h 35m,1 stop,No info,14178
Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,06:45,23:15,16h 30m,1 stop,No info,11602
Air India,3/05/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,6121
Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35 19 May,13h 30m,2 stops,No info,15129
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,04:25 10 Mar,17h 40m,2 stops,In-flight meal not included,15654
Air India,01/03/2019,Banglore,New Delhi,BLR → BOM → IDR → DEL,08:50,11:10 02 Mar,26h 20m,2 stops,No info,19372
Vistara,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20 25 May,27h 20m,1 stop,No info,9870
Jet Airways,03/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,05:05 07 Mar,21h 5m,1 stop,In-flight meal not included,13502
Jet Airways,27/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25 28 Mar,23h,2 stops,No info,11664
Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,8016
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1 stop,No info,15353
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,No info,8055
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11h,1 stop,In-flight meal not included,9275
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 28 May,7h 30m,1 stop,In-flight meal not included,12898
IndiGo,18/06/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,12373
Jet Airways,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,12:35 13 Jun,27h 10m,2 stops,No info,13882
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,8073
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:10 25 Mar,11h,1 stop,In-flight meal not included,11134
IndiGo,15/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6442
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,14151
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,-75
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,09:00 16 Mar,21h 20m,1 stop,In-flight meal not included,11087
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:10,9h 45m,NotANumber,No info,13759
Air Asia,21/06/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,3807
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,6144
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,22:35 16 May,27h 40m,1 stop,In-flight meal not included,10844
IndiGo,15/06/2019,Unknown_5,Delhi,BLR → DEL,21:15,00:15 16 Jun,3h,non-stop,No info,3943
SpiceJet,21/03/2019,Delhi,Cochin,DEL → BLR → COK,16:35,22:50,6h 15m,1 stop,No info,4957
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,6144
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05 10 Jun,28h 5m,1 stop,In-flight meal not included,10539
 IndiGo ,3/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 04 Jun,14h 5m,1 stop,No info,5883
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 07 Jun,9h 45m,1 stop,No info,13374
GoAir,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,23:30,07:45 10 Jun,8h 15m,1 stop,No info,6354
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,13:15,5h 15m,1 stop,No info,19225
IndiGo,9/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,6297
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 07 Jun,20h 10m,1 stop,No info,14714
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No info,14714
Air Asia,27/06/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 28 Jun,2h 30m,non-stop,No info,3807
Air India,1/04/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,9h 50m,2 stops,No info,9258
Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229
Multiple carriers,12/06/2019,Delhi,,DEL → BOM → COK,08:30,19:15,10h 45m,1 stop,No info,7354
IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,NotANumber,No info,4423
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,08:15 16 Mar,18h 10m,NotANumber,No info,12284
GoAir,6/04/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3419
IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:35 28 Mar,8h 25m,1 stop,No info,6316
Multiple carriers,9/04/2019,Delhi,,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,11142
Jet Airways,27/05/2019,Unknown_5,Cochin,DEL → BOM → COK,19:15,12:35 28 May,17h 20m,1 stop,In-flight meal not included,12898
IndiGo,09/03/2019,Banglore,New Delhi,BLR → IDR → DEL,17:55,22:55,5h,1 stop,No info,6351
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 22 May,21h 35m,1 stop,No info,14151
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:05,04:25 22 Mar,21h 20m,1 stop,No info,-98
GoAir,6/04/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,4201
Jet Airways,9/05/2019,Unknown_5,,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,13067
 Jet Airways ,9/06/2019,Kolkata,,CCU → BOM → BLR,21:10,12:00 10 Jun,14h 50m,1 stop,In-flight meal not included,-78
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 04 Jun,8h 40m,1 stop,No info,14714
Air Asia,27/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,13:25,5h 30m,1 stop,No info,6152
SpiceJet,12/06/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,4319
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1 stop,No info,9103
Air Asia,21/06/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383
IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:35 28 Mar,7h,1 stop,No info,8574
Jet Airways,3/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50 04 Mar,37h 25m,2 stops,No info,18799
IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,14871
IndiGo,27/06/2019,Chennai,,MAA → CCU,22:05,00:25 28 Jun,2h 20m,non-stop,No info,-98
Air Asia,6/06/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,4483
Air India,1/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 02 Jun,24h 50m,2 stops,No info,15481
Air India,18/05/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,6934
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 10 Jun,22h 5m,1 stop,No info,14924
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 07 Jun,18h,1 stop,No info,12692
Air India,24/03/2019,Kolkata,Banglore,CCU → BBI → BLR,12:00,13:40 25 Mar,25h 40m,1 stop,No info,7742
Air India,1/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55 02 May,27h 5m,2 stops,No info,10991
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,15h 20m,1 stop,No info,7878
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,20:50,04:25 28 Mar,7h 35m,1 stop,No info,12242
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,00:40,03:25,2h 45m,non-stop,No info,-3
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,11:25 19 Mar,23h 45m,1 stop,In-flight meal not included,7832
Air India,9/05/2019,Delhi,Cochin,DEL → BLR → COK,06:10,23:00,16h 50m,1 stop,No info,7174
GoAir,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,23:30,07:45 19 May,8h 15m,1 stop,No info,7335
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1 stop,No info,11467
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 10 Mar,20h 25m,1 stop,No info,17549
Vistara,1/06/2019,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,non-stop,No info,6741
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,In-flight meal not included,10844
IndiGo,24/05/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 25 May,6h 55m,NotANumber,No info,7503
SpiceJet,6/06/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 07 Jun,2h 20m,non-stop,No check-in baggage included,-33
Vistara,9/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,In-flight meal not included,12384
 Air Asia ,6/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8h 20m,2 stops,No info,6810
Jet Airways,9/06/2019,Kolkata,,CCU → DEL → BLR,17:00,22:05 10 Jun,29h 5m,1 stop,In-flight meal not included,10539
 IndiGo ,24/04/2019,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1 stop,No info,6162
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,09:00 16 Mar,16h 5m,1 stop,In-flight meal not included,11087
 IndiGo ,9/04/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 10 Apr,2h 35m,non-stop,No info,4174
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 07 May,12h 10m,1 stop,No info,14388
 Jet Airways ,15/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,NotANumber,No info,14714
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,13626
SpiceJet,21/05/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,3873
GoAir,15/04/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,5052
Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 10 May,22h 55m,2 stops,In-flight meal not included,13029
Vistara,3/06/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,3687
Vistara,12/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,07:30,09:25 13 Mar,25h 55m,1 stop,No info,12080
Air India,18/03/2019,Banglore,New Delhi,BLR → BOM → JDH → DEL,06:45,16:20,9h 35m,NotANumber,No info,12935
Air India,6/03/2019,Mumbai,Hyderabad,BOM → COK → MAA → HYD,05:30,22:00,16h 30m,2 stops,No info,9678
IndiGo,15/05/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804
Air India,3/03/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 04 Mar,27h 20m,1 stop,No info,14042
Vistara,27/06/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6216
IndiGo,18/03/2019,Banglore,New Delhi,BLR → DEL,22:20,01:10 19 Mar,2h 50m,non-stop,No info,4545
Jet Airways,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35 13 Jun,15h 10m,2 stops,In-flight meal not included,11507
Air India,6/05/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,NotANumber,No info,5510
Jet Airways,24/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 07 Jun,6h 30m,1 stop,No info,7530
Air India,9/03/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,7817
Air India,24/03/2019,Kolkata,Banglore,CCU → IXB → DEL → BLR,13:55,23:15 25 Mar,33h 20m,2 stops,No info,15292
IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
GoAir,15/04/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,4632
 IndiGo ,18/05/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,-73
IndiGo,3/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1h 25m,non-stop,No info,4784
Jet Airways,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 26 Jun,29h 20m,2 stops,No info,12819
GoAir,9/05/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,5842
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,12:35 02 Jun,18h 10m,NotANumber,No info,14237
IndiGo,9/05/2019,Unknown_5,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,7191
Jet Airways,15/06/2019,Unknown_5,,DEL → AMD → BOM → COK,23:05,04:25 17 Jun,29h 20m,2 stops,No info,15339
IndiGo,21/03/2019,Banglore,New Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,5694
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 28 Mar,10h 10m,1 stop,No info,12242
Air India,1/06/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 02 Jun,26h,2 stops,No info,12970
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 22 May,8h 40m,1 stop,No info,14781
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 10 Jun,13h 20m,1 stop,No info,14151
Air Asia,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1 stop,No info,5192
Vistara,27/03/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,4851
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 02 Jun,5h 35m,1 stop,In-flight meal not included,10262
Jet Airways,9/06/2019,Unknown_5,Banglore,CCU → BOM → BLR,20:00,12:00 10 Jun,16h,1 stop,No info,14571
Jet Airways,27/06/2019,Delhi,,DEL → ATQ → BOM → COK,18:20,19:00 28 Jun,24h 40m,2 stops,No info,14300
Jet Airways,12/05/2019,Kolkata,,CCU → BOM → BLR,08:25,09:20 13 May,24h 55m,NotANumber,In-flight meal not included,9663
IndiGo,24/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,NotANumber,No info,5000
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,No info,14571
Air India,21/05/2019,Banglore,Delhi,BLR → DEL,17:00,19:50,2h 50m,non-stop,No info,6961
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,In-flight meal not included,-88
IndiGo,9/06/2019,Delhi,,DEL → BOM → COK,09:15,01:30 10 Jun,16h 15m,1 stop,No info,-68
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,non-stop,No info,6144
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,No info,14714
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05 16 May,17h 35m,1 stop,No info,14781
Air India,12/05/2019,Mumbai,,BOM → HYD,15:00,16:25,1h 25m,non-stop,No info,3100
Jet Airways,1/06/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202
Air India,15/05/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 16 May,25h 35m,1 stop,No info,8425
IndiGo,01/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,non-stop,No info,14306
IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,3419
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,11:25 07 Mar,21h 20m,1 stop,In-flight meal not included,13712
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,12:35 04 Jun,16h 50m,1 stop,No info,14714
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,20:40,6h 45m,1 stop,In-flight meal not included,11134
Jet Airways,15/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00 16 Jun,21h 35m,NotANumber,In-flight meal not included,10588
SpiceJet,6/05/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 07 May,2h 55m,non-stop,No check-in baggage included,3573
Multiple carriers,18/05/2019,Unknown_5,Cochin,DEL → BOM → COK,07:05,19:15,12h 10m,1 stop,No info,14533
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,13714
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,10h 30m,1 stop,No info,8266
SpiceJet,1/06/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,4174
Air India,15/03/2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,05:50,22:10,16h 20m,2 stops,No info,9796
Jet Airways,21/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,non-stop,In-flight meal not included,4160
Multiple carriers,27/03/2019,Delhi,,DEL → HYD → COK,07:10,22:20,15h 10m,1 stop,No info,6145
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 16 Jun,22h 55m,2 stops,No info,13014
Jet Airways,15/06/2019,Unknown_5,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,No info,13014
IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3540
Air Asia,9/06/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 10 Jun,2h 50m,non-stop,No info,7120
Air India,3/05/2019,Banglore,,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,5228
Air India,12/05/2019,Kolkata,Banglore,CCU → GAU → BLR,09:50,21:05,11h 15m,1 stop,No info,8450
Jet Airways,9/06/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,No info,9564
 Jet Airways ,9/04/2019,Unknown_5,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4544
 SpiceJet ,1/05/2019,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7h 15m,1 stop,No info,8479
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 22 May,6h 30m,1 stop,No info,7485
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,5608
Multiple carriers,27/05/2019,Delhi,,DEL → BOM → COK,08:45,19:15,10h 30m,1 stop,No info,-99
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12h,NotANumber,No info,12192
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,16:20 07 May,19h 10m,1 stop,No info,13584
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 13 May,13h 20m,1 stop,In-flight meal not included,9663
IndiGo,1/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,8580
 IndiGo ,18/06/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3540
IndiGo,3/06/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 04 Jun,2h 20m,non-stop,No info,-85
Jet Airways,24/05/2019,Kolkata,,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,9663
